Name,Path,Size_MB,Date_Modified,File_Type,Folder
"Magazyn_134_06_362_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_362_0001.djvu",.26,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_012_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_012_0001.djvu",.53,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_224_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_224_0001.djvu",.43,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_230_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_230_0001.djvu",.34,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_006_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_006_0001.djvu",.13,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_189_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_189_0001.djvu",.42,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_140_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_140_0001.djvu",.45,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_283_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_283_0001.djvu",.12,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Radolinski_Family_Tree.csv","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Radolinski_Family_Tree.csv",.02,"2025-12-14 14:33","csv","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_027_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_027_0001.djvu",.43,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_211_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_211_0001.djvu",.43,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_161_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_161_0001.djvu",.46,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_357_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_357_0001.djvu",.41,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_094_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_094_0001.djvu",.40,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_049_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_049_0001.djvu",.42,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_080_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_080_0001.djvu",.45,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_339_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_339_0001.djvu",.45,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_343_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_343_0001.djvu",.45,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_175_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_175_0001.djvu",.40,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_205_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_205_0001.djvu",.12,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_033_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_033_0001.djvu",.42,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_315_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_315_0001.djvu",.14,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_123_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_123_0001.djvu",.45,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_253_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_253_0001.djvu",.15,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_065_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_065_0001.djvu",.51,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_229_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_229_0001.djvu",.42,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_159_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_159_0001.djvu",.45,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_190_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_190_0001.djvu",.40,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_184_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_184_0001.djvu",.43,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_071_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_071_0001.djvu",.44,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_247_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_247_0001.djvu",.41,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_137_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_137_0001.djvu",.45,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_301_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_301_0001.djvu",.17,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_266_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_266_0001.djvu",.40,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_099_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_099_0001.djvu",.45,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_050_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_050_0001.djvu",.45,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_320_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_320_0001.djvu",.39,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_116_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_116_0001.djvu",.43,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_102_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_102_0001.djvu",.45,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_334_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_334_0001.djvu",.47,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_044_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_044_0001.djvu",.45,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_272_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_272_0001.djvu",.41,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_208_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_208_0001.djvu",.47,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_178_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_178_0001.djvu",.47,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_344_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_344_0001.djvu",.45,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_172_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_172_0001.djvu",.33,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_202_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_202_0001.djvu",.39,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_034_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_034_0001.djvu",.40,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_278_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_278_0001.djvu",.41,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_087_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_087_0001.djvu",.41,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_108_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_108_0001.djvu",.42,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_093_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_093_0001.djvu",.37,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_020_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_020_0001.djvu",.45,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_216_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_216_0001.djvu",.44,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_166_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_166_0001.djvu",.51,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_350_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_350_0001.djvu",.44,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_284_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_284_0001.djvu",.46,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_237_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_237_0001.djvu",.46,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_001_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_001_0001.djvu",.26,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_147_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_147_0001.djvu",.43,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_153_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_153_0001.djvu",.43,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_015_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_015_0001.djvu",.47,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_223_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_223_0001.djvu",.44,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_290_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_290_0001.djvu",.41,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_259_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_259_0001.djvu",.10,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_129_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_129_0001.djvu",.45,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_039_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_039_0001.djvu",.39,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_349_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_349_0001.djvu",.51,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_105_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_105_0001.djvu",.48,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_333_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_333_0001.djvu",.45,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_043_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_043_0001.djvu",.46,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_275_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_275_0001.djvu",.37,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_261_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_261_0001.djvu",.12,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_057_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_057_0001.djvu",.42,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_327_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_327_0001.djvu",.48,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_111_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_111_0001.djvu",.44,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_076_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_076_0001.djvu",.34,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_240_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_240_0001.djvu",.39,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_289_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_289_0001.djvu",.12,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_130_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_130_0001.djvu",.43,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_306_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_306_0001.djvu",.39,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_183_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_183_0001.djvu",.40,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
